"Favorite Ice cream flavor?"
"Favorite Pizza Toppings?"
"Favorite Board Game?"
"Favorite Vacation Spot?"
"Favorite Disney Character?"
"Favorite Pastime/Hobby?"
"Favorite School Subject?"
"Favorite Video Game?"
"Favorite Season?"
"Favorite Animal?"
"Favorite Tradition?"
